Fecha,liquidez,fondeo,activos,cartera,solvencia,ICVLF_equal,ICVLF_equal_100,ICVLF_alt_pesos_100,ICVLF_pca_global_100,ICVLF_nucleo_100,ICVLF_pca_interno_100,ICVLF_robust_z_100,nivel_vulnerabilidad
2021-11-01,0.6552787619651765,-0.28465133859494474,1.3610330179563024,-0.0694302615101952,0.538716246912337,0.4401892853457352,78.40804582391088,87.78743372279403,80.06774138302798,87.21875104357457,82.18219458903197,88.68403601313756,Muy alta
2021-12-01,0.6559859956963614,-0.3433899781360573,1.5382634630505365,-0.05188885410452101,0.47713438075499787,0.45522100145226346,79.04225990207034,88.07839258363298,81.45843606464504,86.57469617681924,82.90860141930911,89.09497282446684,Muy alta
2022-01-01,0.7088825793085662,-0.22096661234086193,1.4857587723398655,-0.009399770474698962,0.5441349813800842,0.501681990042591,81.00252929781779,89.91171850023441,81.36348831951702,88.52046442212023,84.60048276251723,90.517431862762,Muy alta
2022-02-01,0.662011100772121,-0.3939732280961834,1.4722814933560158,0.044345861739990576,0.6613988413520984,0.48921281382480847,80.47643320577316,88.49784132608585,82.91397180775131,86.08017274307097,84.34163857900538,89.58559070633858,Muy alta
2022-03-01,0.6677709062878732,-0.4954742718630085,1.5254559662137546,0.07666345654662746,0.6982393289700759,0.49453107723106454,80.70081992913225,88.26658972235036,84.32191018801328,85.01759964865467,84.56868529068903,89.14445282331694,Muy alta
2022-04-01,0.6960738919903942,-0.656781080117842,1.3600772840903463,0.09448854061041367,0.7524873920634282,0.4492692057273481,78.79114335540864,86.67589001203801,84.35952124389449,83.54147205849343,83.0053308927244,87.87207529259456,Muy alta
2022-05-01,0.7460075069247629,-0.7173524874999068,1.286463460848282,0.1332867884031894,0.8010683792441883,0.44989472958410315,78.81753528786446,86.74237073469185,84.83208648316112,83.42340974547774,83.32236302583867,88.22670446739693,Muy alta
2022-06-01,0.7475171999283575,-0.6310068827600639,1.4086110498260234,0.11182415816650619,0.805141766699271,0.4884174583720189,80.44287578480238,88.01228986977073,85.49437121532912,84.39846163836535,84.54926575869054,88.82052251859719,Muy alta
2022-07-01,0.7597483083308169,-0.6498623928754464,1.4359271912615226,0.15921269090699555,0.8669919698412797,0.5144035534930337,81.53927404334725,88.58464917799903,86.52910160218043,84.3249414797029,85.1521629527007,89.2243423812675,Muy alta
2022-08-01,0.8301994265789422,-0.2927276697853247,1.3419822471803569,0.10293298146689868,0.8292293981335137,0.5623232767148774,83.56108997397133,91.54240155304056,83.91189753981598,89.0704536420578,86.51619893580782,91.67674627924241,Muy alta
2022-09-01,0.7505780173632602,-0.039437526531546745,1.338396442762771,0.11754506144268807,0.8919632272577054,0.6118090444589757,85.64898002919969,93.00664816846555,82.60054299732178,90.99789606395646,87.77992466590771,92.4563166549431,Muy alta
2022-10-01,0.8278545034254017,-0.09989442832364491,1.3617113834353958,0.158475788613263,0.9230112812647661,0.6342317056830363,86.59503085382399,93.83945460209958,83.97889552286105,91.18456628079393,88.33689978356212,93.40039072085389,Muy alta
2022-11-01,0.83688188114278,-0.4544707107452573,1.3611354594362832,0.18134467676368213,0.9121627521789809,0.5674108117552938,83.77574186886446,91.03042147841052,85.8025250508613,87.34953160137113,86.1098007015986,91.56615314612812,Muy alta
2022-12-01,0.7757429678326506,-0.35986674299703714,1.5935607562512333,0.17104416104176087,0.8578773930680865,0.6076717070393388,85.47441861392056,92.04779639844102,86.49772575100896,87.72093964975923,87.46406113892625,91.90003077581262,Muy alta
2023-01-01,0.7964229390947802,-0.3107029659209153,1.4443654954190086,0.25153240683297867,1.0028324880805444,0.6368900727012793,86.70719195212682,92.84834226412396,86.42846380465915,88.49609243818244,88.47898224391639,92.82882547509021,Muy alta
